ra,dec,deVRad_r,z,diametro_kpc
194.752252257351,27.7674254719526,4.612922,0.2285847,33.43508698065469
195.052839431676,27.719827345195,1.504099,0.1454265,7.580591225790322
195.473273903821,27.6009990360232,5.710158,0.1595515,31.091740573821493
195.832669565732,27.692862765851,1.039074,0.1797488,6.236507760016991
195.875030868779,27.5511857477183,1.482234,0.1264376,6.6321524618844485
194.575458032988,28.0705323543478,1.902751,0.1573539,10.242176390929954
195.629267996722,28.1454476396348,2.781371,0.161861,15.325301762659942
195.672999680317,28.1363001859613,2.374883,0.164457,13.258094375356125
195.933882645158,28.0392315086498,1.230937,0.4347182,13.832218309118343
194.966840267118,26.9709452637165,7.393939,0.1140925,30.265821387437015
194.364869204144,27.4369643344882,1.245346,0.1271661,5.599802002521131
194.381245857143,27.4342753724937,2.148653,0.1271829,9.662693912205606
195.844293869474,27.4145087184229,8.082002,0.1091845,31.833227341584468
194.705761041141,27.9107645829938,2.179128,0.157461,11.736482882641289
195.367289154784,27.8518264554019,0.3433885,0.242304,2.600915670819468
195.770609886136,28.1853868918956,5.117278,0.1638133,28.475894252073367
195.333887933946,28.6048091361377,2.498929,0.164216,13.93378864881565
194.209216380697,28.5225876611512,4.216895,0.1651711,23.62532129523828
194.319736623766,28.482311272732,1.663825,0.1894263,10.415482694002394
195.059537963197,28.4740853817347,1.780301,0.3215011,16.509333623626414
195.104984248133,28.4458219350531,1.943184,0.4367336,21.895462444589167
194.335850112679,27.2310261177403,1.474163,0.2013091,9.683925527055083
194.566615287198,27.3551256962948,1.488896,0.4070837,16.083506205880592
194.599377205862,27.2725112138406,4.10756,0.1207981,17.669395978115855
194.725626364429,27.1922468507053,1.982762,0.1874955,12.310856420031252
195.245746001225,27.1966587117327,2.084411,0.1836122,12.726689488253795
194.21870119254,27.7044881799494,2.176493,0.1530354,11.44783018557043
194.270328895569,27.7536391821433,1.724962,0.4087209,18.679294659498797
195.17303493199,28.8388175677902,2.297076,0.2961435,20.12609404430906
194.907439179199,27.7025874736953,1.473122,0.1271188,6.6218985346138455
195.010186401929,27.6128374911713,5.460629,0.1127369,22.120006284132078
195.615004492895,27.6059875024935,2.531565,0.2135994,17.417769987957023
195.280675084552,28.1215670225702,4.299015,0.1520883,22.495058240540796
195.812506052206,28.124096517774,2.56933,0.1630433,14.242107515186333
194.478587557551,27.0575626127076,1.141615,0.1370422,5.472085076139176
194.650286775577,27.1504093352767,1.082535,0.1207512,4.655150368994757
194.004914652904,27.959051374328,2.261376,0.156358,12.108655960173628
194.462155132069,27.8460022210139,3.531237,0.190468,22.202287149849425
194.6355242267,27.8497274140934,1.030634,0.158717,5.587499096829716
194.674659875204,27.9221740726763,1.507914,0.1590282,8.188295217257199
195.977324433844,27.7532174471062,2.865978,0.162505,15.843251347456418
194.672055579437,28.2878501689107,0.8616514,0.2846226,7.340753211394473
195.491177663535,28.3032864478061,2.341914,0.1619864,12.912143657992173
195.902971386765,28.3074764311852,3.902908,0.2211709,27.584474975435093
193.998018360162,28.4869289175238,1.665359,0.1428093,8.265947082026269
194.013506043289,28.4730912351307,2.411243,0.1415029,11.875634903168528
